country,year,ea_id,lat,lon,asset_index,infrastructure_index,n
et,2011,03061102207,9.99190626942,37.6925527139,-2.3876209368218073,-1.8950774985068415,9
et,2011,03061400105,10.4376029071,38.3184384011,-1.7912182139740846,-0.2247986941623164,8
et,2011,03061601207,10.5794319268,37.798498412,-2.1106344262205257,-1.8950774985068415,9
et,2011,03070101406,11.6514708203,37.1032812474,-2.2952920999547137,-1.8950774985068415,9
et,2011,03070300105,11.3744751246,37.4523245003,-2.858868661686705,-1.927966353677219,10
et,2011,03070401302,11.3962743181,37.042616257,-1.8161293149929547,-1.5470937171529895,10
et,2011,03070500105,10.9686100623,37.1784774038,-1.5440673671401877,-0.7395256889547722,5
et,2011,03070502405,10.7927763733,37.144541492,-2.186071695312365,-1.54231990974047,8
et,2011,03070801402,10.5892768292,37.4615982338,-2.6769887303061273,-1.1895623209740986,8
et,2011,03071001703,10.5773759639,37.0449675094,-2.3232548268909365,-0.8995758365125553,6
et,2011,03071301304,11.2828210609,36.9596879306,-1.07727390273085,-1.2602897709664591,4
et,2011,03080201503,12.7580639926,38.9938699775,-2.75166863437212,-1.1696058098892617,7
et,2011,03080300107,12.4280735835,38.705318321,-1.7270685106425185,-0.22644079243854257,7
et,2011,03080300603,12.5144435035,38.8249840847,-2.6917695572591085,-1.581515197381178,9
et,2011,03080400503,12.3989125709,39.0897466901,-2.9388982718955075,-1.6558858245404602,11
et,2011,03090101202,11.1913400617,36.9496969313,-1.6322206021499157,-0.954390595129851,7
et,2011,03090202501,10.9346269955,37.0039728964,-1.331276394410514,-0.9008381232101215,7
et,2011,03090203201,10.8293373184,37.064423275,-1.2666854847216107,-0.7570574641075865,10
et,2011,03090400702,10.9370696143,36.6547551047,-2.6435641123940874,-1.1111717456926828,6
et,2011,03090501102,11.0636624461,37.0703789795,-2.0450327934805923,-0.7899463192779639,6
et,2011,03090600105,11.5649164965,36.4628430612,-2.478248477153344,-0.8710811096362819,2
et,2011,03100101106,10.7206898499,39.8860291278,0.22701800284289286,-0.5315338857964269,7
et,2011,03100201601,11.1136181517,40.017211804,-2.8239916345940403,-1.581515197381178,9
et,2011,03100400103,10.5738928409,39.9354279996,-0.14103807896454454,0.043562325379897016,7
et,2011,03100400408,10.5883521237,39.9074958295,-0.7909839257352593,-0.6707357803251403,8
et,2011,03120100101,11.003906691,39.9387898351,-2.7552889205447664,-1.7489048088607195,9
et,2011,03120100303,10.9878391908,39.9234074653,-2.918908354824877,-1.3103867399223537,9
et,2011,03120100504,10.9436292122,40.0054371148,-2.9255719691532933,-1.8846638128201454,8
et,2011,04010102202,9.83705860887,34.9150151529,-1.949788659289937,-0.6255020434260767,4
et,2011,04010601302,9.35810274536,35.5751653852,-1.3816090175989821,-0.8345435775098523,9
et,2011,04011300501,9.07702977605,35.6156340346,-2.5224396994090497,-1.3986950972955132,11
et,2011,04011600103,9.38880972769,35.6143908552,-0.012314955435924903,-0.5081137121654069,11
et,2011,04011802402,8.7688653041,35.5671754136,-2.5567620492915686,-1.0958454951145717,8
et,2011,04020401105,9.84708661386,36.3422982077,-2.3471977351447233,-0.8370979526062041,6
et,2011,04021001102,9.0308423142,36.4037942076,-2.0852546810847223,-1.78544798127225,6
et,2011,04021400204,8.74304517464,36.4844481911,-0.49833863432009173,-0.6467133249743954,9
et,2011,04021401801,8.6536780825,36.6077474888,-1.4864525780726243,-1.297421260123927,7
et,2011,04030201803,8.66161555833,35.6426976235,-0.3691883344959379,-0.6255020434260767,6
et,2011,04030800108,8.0938276118,36.4574609552,-0.4312809443624327,-0.6599634257031771,7
et,2011,04030800401,8.18930636005,36.4699847397,-1.046367699889139,-1.6263098118277013,7
et,2011,04031400602,8.16979824749,35.6406321333,-2.097742853954409,-0.9807162671559743,9
et,2011,04040101103,8.64302754866,37.0632145326,-1.646205948409624,-1.1634321292136267,9
et,2011,04040501902,7.66912376181,36.92553529,-1.1351106057113827,-0.954390595129851,10
et,2011,04041000701,7.54783077574,37.0818248622,-1.3643678861344173,-0.954390595129851,9
et,2011,04041200104,7.88005862562,36.0983250614,-0.3003960941483725,-1.137493892540618,8
et,2011,04041401702,7.47556744642,36.4429756569,-1.5021934520769211,-1.0327811704112668,12
et,2011,04050303104,8.84115434604,37.9135797978,-2.106282526044093,-0.43736466275067865,10
et,2011,04050803103,8.46646303095,37.4369214482,-1.7358218474537996,-0.9077081144391738,10
et,2011,04051200104,9.0560702976,38.5868125112,-0.5354756563575673,0.21955271511595123,5
et,2011,04051302405,9.3723549327,38.3223627848,-1.942484261587688,-0.4557073845886801,9
et,2011,04060100102,10.0165864149,38.2492265926,-1.3630708237852014,-0.009371222337661226,6
et,2011,04060102303,9.8912342367,38.3744314394,-2.6279275976120933,-0.9823217883555856,11
et,2011,04060501004,9.77979055862,38.658246372,-1.6815947672802671,-0.954390595129851,9
et,2011,04060801902,9.00397364652,39.0027426232,-2.5173846311896706,-1.8492777165960255,9
et,2011,04070101502,8.73814791477,39.840529416,-2.5886100569907518,-1.026420923869931,6
et,2011,04070401002,8.72717898314,39.1876998149,-2.242167822637548,-1.2526266456774036,9
et,2011,04070702702,8.11332653211,38.7753045688,-2.0870819130071774,-0.982380185021627,12
et,2011,04071202302,8.68349171525,38.8054367657,-2.575467273485863,-1.9027406237958968,6
et,2011,04080600802,8.08842299138,39.0349251986,-1.616796109708352,-1.2365966661429482,10
et,2011,04080800107,7.77573960381,39.8661143537,-1.4487839885290827,-0.8634179843472265,6
et,2011,04081202401,7.58861044429,39.7945944298,-1.9764699044676004,-1.0719764580519748,8
et,2011,04081702801,7.42843060501,38.9573869302,-2.6036427057564273,-1.0483587527595009,7
et,2011,04090100304,8.89876421903,40.2744651027,-2.9271074246283266,-1.8950774985068415,5
et,2011,04090700105,8.93900132215,40.4714489125,-2.8239916345940403,-1.581515197381178,9
et,2011,04090900105,8.57190296323,40.3175172324,-1.9005690334196492,-0.5946115817800128,10
et,2011,04091001104,8.65230864709,40.6178499401,-2.270637831635774,-1.3571474127192913,9
et,2011,04091301004,9.0093694062,40.7218752036,-2.1016632023548945,-1.1111717456926828,6
et,2011,04100500403,9.18318556596,42.0206883252,-2.6375726968503725,-1.1595034233291317,11
et,2011,04100903605,9.37406026468,41.5884594299,-2.6970435010533507,-1.2365966661429482,10
et,2011,04101302203,9.06263842723,41.6874705216,-1.9154839493977671,-0.6255020434260767,10
et,2011,04101600104,9.15085019484,41.8440556364,-1.6705982347545196,-0.682295606499804,9
et,2011,04110401304,7.1643297276,39.8203710541,-1.9189992523943347,-1.3214696061337807,5
et,2011,04110801402,7.25898773197,40.6146233206,-1.2153296887002774,-1.1425279758052491,10
et,2011,04111200402,6.45050353832,39.8802730059,-1.5117884774846249,-1.3425119088924027,4
et,2011,04111601404,6.98359796157,40.3522763184,-2.561750844545236,-0.954390595129851,9
et,2011,04111800102,7.43667493729,41.0005629905,-2.6425555974611425,-1.0491630144238946,10
et,2011,04120602801,5.59568261612,38.2936192427,-1.864223436870862,-1.7069401178314434,10
et,2011,04121600101,3.98293116381,38.4913678893,-2.2835374574186122,-1.566188946803067,9
et,2011,04130201103,8.72042840438,37.9114568164,-1.1572240852296851,-0.6213340310231028,10
et,2011,04130500102,8.82166292432,38.3469271782,-1.0425517196225833,-0.21330400622873313,5
et,2011,04130600204,8.97089097863,38.6245563425,-2.1388658522630597,-1.0903443743192904,12
et,2011,04130901003,8.6361010406,38.1519350254,-2.521731637429522,-1.2679528962555144,9
et,2011,04140202701,6.37589338272,38.7269447069,-2.7245123056208502,-1.1768627230110205,11
et,2011,04140501906,5.52570615347,38.7620666963,-2.6017809401010323,-1.4318051034634969,7
et,2011,04140900501,6.02435784991,38.3413616597,-2.2462063877102336,-0.7192188692856035,4
et,2011,04170301901,7.34918791893,38.804934007599996,-2.45952017330607,-1.5186463529435243,9
et,2011,04170700204,7.00349013971,39.1624463866,-1.726681937684772,-0.33315666413383277,9
et,2011,04171200807,7.26850368689,38.6020916798,-1.9461925715505748,-0.8606737692703244,8
et,2011,04180301004,9.01530115929,35.046540828,-1.0262103337559938,-1.0604817701183917,8
et,2011,04180701106,8.61492078832,34.6514363264,-1.347498593400939,-1.9681638433299025,9
et,2011,04190100103,9.7591387282,37.044814049,-1.828480641103829,-0.9215017399594736,10
et,2011,04190400101,9.79007481406,37.5059416726,-1.6907882638120706,-1.7069401178314434,10
et,2011,04190800704,9.8440806253,37.1271346597,-1.5919726540429953,-1.4035147374134929,11
et,2011,05010100902,10.4981528016,42.594943322,-2.773556015615058,-1.0958454951145717,6
et,2011,05010200101,10.4624101433,42.2434955736,-1.8046681802032005,-0.6162454339267913,9
et,2011,05010202401,9.91264985014,42.4725493546,-2.799256018772387,-2.5528546019143903,7
et,2011,05010301101,9.66381415681,41.7895497706,-2.9055474946906124,-2.5528546019143903,5
et,2011,05010401102,9.55152585441,41.358379098,-2.6647863373309977,-1.0286970392744905,8
et,2011,05010401701,9.56552604162,41.5231782329,-2.718761127052096,-1.3140034593819334,5
et,2011,05020200102,9.22079544864,42.4952242973,0.2587177706451299,-0.5714037227595468,6
et,2011,05020201001,9.23975778401,42.4419432943,-2.9345205614827017,-2.5528546019143903,5
et,2011,05020408901,9.40053953262,42.8585260119,-2.7120384205998564,-2.5528546019143903,10
et,2011,05020416502,9.30185627536,42.5964917162,-2.8902115747962873,-1.5523040325541388,6
et,2011,05020600901,9.32340832355,43.2784116014,-2.255997681137775,-1.566188946803067,9
et,2011,05020602801,9.09607306007,43.2041452368,-2.481124687777058,-1.8950774985068415,2
et,2011,05020603803,9.03815880629,43.2537267944,-2.6073389196621153,-2.28408691523525,7
et,2011,05020704801,9.06748034312,43.5342684053,-2.449974956715038,-1.566188946803067,4
et,2011,05020709201,8.84297565884,43.8706580642,-2.4175880563010375,-1.7813001219656681,9
et,2011,05090100907,5.22299798627,41.0432055896,-2.6661865855756046,-1.8369257386949513,8
et,2011,05090201201,4.28184427047,41.8750755047,-2.8451034772778736,-1.566188946803067,10
et,2011,05090302001,3.8642429801,39.1013658071,-2.9378873895971833,-1.566188946803067,7
et,2011,05090302602,3.45570056699,39.5159939261,-2.5752964980652737,-1.581515197381178,9
et,2011,05090303404,3.54993726091,39.1842340255,-2.9016710561070718,-1.566188946803067,2
et,2011,05090400101,4.76768886663,39.2697492018,-2.182845511454617,-0.41909597999136244,7
et,2011,05090400302,4.87905466671,39.1953787271,-2.912205414683401,-1.6027321192145976,9
et,2011,06020100802,11.3323287202,36.2720183518,-2.2250995941360516,-0.8447610778952596,9
et,2011,06020400402,11.115608637,36.3763433187,-2.2068592802253395,-1.5537453688833216,3
et,2011,06030100301,10.4822087828,34.7861778123,-2.415751583575401,-1.1094912149291007,11
et,2011,06030304202,10.081237992,34.6831901825,-1.719659321788235,-1.005373791102619,12
et,2011,06030500102,9.73443000378,34.7285555289,-0.06832529757344291,-0.6129793468883522,7
et,2011,06030503003,9.74422788621,34.7872968911,-1.7143097753968228,-0.9132795261668792,8
et,2011,06040500203,9.39137371981,36.2194348147,-2.392336767330175,-0.8702213840953631,5
et,2011,06060800402,9.62033298025,34.5342648788,-2.5199017595673716,-0.9077081144391738,10
et,2011,06060801401,9.47651243141,34.4209015528,-2.1833581202510786,-0.6255020434260767,8
et,2011,07010300404,8.17949664228,37.9272178152,-1.3474140002392938,-0.23499871752793047,10
et,2011,07010502502,8.16863199454,38.6464528783,-2.030906026058672,-0.9675700082904368,11
et,2011,07010800701,7.81991142387,37.828597498,-2.308613153671847,-0.8957442738680276,12
et,2011,07011000102,8.20429943583,37.7931347282,-0.24079374538003473,0.25703944545976193,6
et,2011,07011100401,8.11835892139,37.711581489,-1.514575370816403,-0.4402278580725018,10
et,2011,07011202605,8.13327890849,38.2086730522,-1.7429636291880914,-1.0327811704112668,12
et,2011,07020200105,7.6926289959,37.7336160957,-1.0549166444015379,-0.8513632595975487,11
et,2011,07020201001,7.70538466173,37.6505389613,-2.5857689599425364,-0.954390595129851,8
et,2011,07020501302,7.17430039499,37.9492676831,-2.1067492292136185,-0.7662416674969589,11
et,2011,07020701001,7.38160282799,37.6033985811,-2.592276377849492,-0.954390595129851,12
et,2011,07021001401,7.51326045706,37.6461378355,-2.597706380305866,-1.2365966661429482,10
et,2011,07030200501,7.37676330298,37.8935648714,-1.5326465187476588,-0.7110190346421668,11
et,2011,07030400501,7.28374522639,37.7571481782,-2.111778094467459,-0.7134715253188119,8
et,2011,07030600204,7.442807492,37.8659104876,-2.1980087405780644,-0.7524595889341532,10
et,2011,07040101103,6.91156800008,38.4817078008,-1.8188612388656418,-0.6652963876687823,7
et,2011,07040400903,6.80310210938,38.5126355838,-1.7408265849193978,-1.1895623209740986,4
et,2011,07040601903,6.44962796151,38.3196828622,-1.2501583416381876,-0.954390595129851,5
et,2011,07040901103,6.39898337786,38.8768980886,-1.298797320300085,-1.125424577562031,11
et,2011,07041000105,6.92495009304,38.3559681101,-0.47058954049502966,-0.8773028985961546,6
et,2011,07041200908,6.93084850884,38.595896045,-2.238333323362305,-0.954390595129851,8
et,2011,07041700202,6.65580676267,38.3245737951,-2.4304679059417484,-0.8136394241014748,10
et,2011,07050100907,6.27761186614,38.3115215185,-1.99604609075789,-0.7194702010557266,7
et,2011,07050201705,6.13878361273,38.2843372409,-2.1693613850422,-0.954390595129851,6
et,2011,07050302201,5.98301240509,38.1616652609,-1.5047377522576388,-0.5249654926915222,7
et,2011,07050500304,6.40123809791,38.3446012616,-0.954729408651986,-0.7893532206047136,11
et,2011,07050601303,5.94525407784,38.322510837,-0.2269622585878229,-0.317824773270621,9
et,2011,07060201501,6.94992604668,37.8864940524,-1.0127104247241592,-0.8945926766382557,11
et,2011,07060300103,6.88872100597,37.9522518332,-0.8637115432829152,-0.21330400622873313,3
et,2011,07060500601,6.90210116638,37.7348762189,-0.7760943460227634,-0.8228351744483413,10
et,2011,07060700601,6.78301858962,37.5509812536,-0.8952689024640311,-0.8710811096362819,1
et,2011,07061000902,6.70685847437,37.409545286,-0.9510121464524296,-0.954390595129851,1
et,2011,07070202904,5.83633941337,36.6070302097,-2.01778934221423,-1.2365966661429482,10
et,2011,07070302101,6.13630868631,36.6759763471,-2.5277719996393238,-0.6852999619176721,11
et,2011,07070600103,4.8070976028,36.0818398582,-1.5964933074675802,-0.44396093144842547,5
et,2011,07080100401,7.82727102592,35.3924934526,-1.4975854564669668,-0.9305878849888313,7
et,2011,07080300206,7.27556859449,35.3761222945,-0.8769977469679267,-1.0008173300796743,6
et,2011,07080301501,7.19057165925,35.4228308345,-0.8012610703460705,-0.954390595129851,7
et,2011,07090200503,7.67211701378,35.8400122926,-1.361469832430316,-1.0155704302971726,10
et,2011,07090500303,7.31318183469,36.5951905108,-2.5408760988667836,-1.231998790969515,10
et,2011,07090600104,7.11090917192,36.4669773812,-0.31900933585962127,-0.21330400622873313,9
et,2011,07090701501,6.98589410147,36.4255203181,-2.588786987733379,-0.954390595129851,3
et,2011,07090900601,7.44867719122,35.868074501,-1.612068371358285,-1.0486938617863317,3
et,2011,07100100403,6.63095001102,36.7852027008,-2.433247845359726,-0.8252869680105669,9
et,2011,07100301001,6.61699649052,37.4846255397,-2.038201759240303,-1.8950774985068415,1
et,2011,07100602401,5.98817082582,37.4387863255,-2.588529593924297,-0.6255020434260766,7
et,2011,07100800105,6.29109687243,37.4818442988,-1.0662266533413018,-0.4488457417700723,7
et,2011,07100901703,6.23385511377,37.3456169058,-2.583992204080896,-1.2679528962555144,12
et,2011,07101202901,5.94989088571,37.1552324163,-2.5681918095409264,-1.2964585599942111,11
et,2011,07110100201,7.14547506346,35.4611988078,-2.5818886384971673,-0.954390595129851,7
et,2011,07110301302,6.91411343602,35.6303215499,-2.4418602850248114,-1.1111717456926828,12
et,2011,07110400302,6.94902910992,35.772021814,-1.0413549059623284,-0.9352995054872218,7
et,2011,07110401603,6.8069212678,35.801596385,-2.194702404751852,-1.6642455975830661,11
et,2011,07110502003,6.80492958256,35.8646146207,-2.1327352323781934,-1.04845928546755,10
et,2011,07110800501,6.2600677475,35.2645547968,-2.916626053824922,-1.8219911536837805,9
et,2011,07120100102,7.97698683396,37.4779072445,-1.9358528482928374,-0.6046746720526844,8
et,2011,07120101602,7.8891255011,37.5456591429,-2.1928563723201373,-0.7351315606606682,9
et,2011,07120102802,7.73169598877,37.4985838007,-2.4029090466684986,-0.9215017399594736,10
et,2011,07130101301,5.85184911518,37.8832189758,-1.5603467506042663,-0.978083699953362,10
et,2011,07130102505,5.74709706037,37.8508868358,-1.6496582222605949,-1.0837643663840348,12
et,2011,07140100402,5.60315524467,37.6030634072,-1.691812388782936,-1.442559653154178,11
et,2011,07140101303,5.5541668341,37.8416513316,-2.580007270523655,-0.954390595129851,11
et,2011,07150100704,5.49534488804,37.5518429316,-0.5321823218568208,-1.04845928546755,10
et,2011,07150102609,5.29947726643,37.4826182904,-2.169056545791621,-0.9467274698407956,12
et,2011,07150104404,5.25295513188,37.4271768268,-2.2289373348070782,-0.8173536985866118,12
et,2011,07160100803,5.64655886803,37.3818910811,-1.9150646670445088,-0.7241984478027524,11
et,2011,07160101705,5.63928393085,37.3823169626,-1.888660237000066,-0.8610256337484965,10
et,2011,07170100103,7.14637860111,36.8971397399,-2.0329606823172215,-0.7899463192779639,6
et,2011,07170200104,7.0587043433,37.1757686301,-0.5942629267179681,-0.4952084791176826,7
et,2011,07170200803,7.09924325001,37.128257018,-1.586862853336144,-1.4667769299538829,9
et,2011,07170301401,6.94302150261,37.2950167052,-0.905915482607972,-0.6255020434260767,7
et,2011,07170402501,7.03607701317,37.3092790736,-1.3759257305356267,-1.2577353958701072,9
et,2011,07180100101,6.36391514169,36.5892168406,-1.7237574194888556,-0.9826815751267952,10
et,2011,07180101001,6.33301035552,36.6032685349,-2.2690083775775105,-0.7598858867656467,7
et,2011,07180102302,6.2656349463,36.6109388136,-1.509366346292292,-0.9074065163150261,7
et,2011,07190100701,7.15974968202,36.836041539,-2.134577771017444,-0.8136394241014748,10
et,2011,07190102302,7.09517484082,36.6553017363,-2.5573499404125575,-1.0233206114791817,7
et,2011,07200101203,7.98501581104,38.1539348643,-2.5672929225210828,-0.3278524336754779,12
et,2011,07200203802,8.07578959014,38.4395969167,-2.5118197988637743,-0.6129623838621677,11
et,2011,07200500107,7.79349904803,38.2505601834,-1.6670561527591046,-0.45997042000656396,8
et,2011,07200800805,7.65816033645,38.0946319154,-2.736247099538904,-1.2241209819387069,11
et,2011,07210103003,7.40568344221,38.0810753873,-2.700580199324185,-0.9077081144391738,10
et,2011,07210106202,7.27673837537,38.1157382755,-2.415405352059919,-0.7430879063482005,8
et,2011,12010100401,8.40007079517,33.938508848,-1.6881554241050405,-1.6263098118277013,7
et,2011,12010200401,8.00671193105,34.5566341877,-2.0622545261911247,-0.954390595129851,6
et,2011,12010200901,7.83013692022,34.5080541478,-2.1662665450547705,-1.6860359644230658,9
et,2011,12010300103,7.64691311056,34.2562839247,-1.22982740154513,-0.5475255198981127,7
et,2011,12020101701,8.27575877219,33.980758515,-2.7576247759907213,-1.4769944303392903,9
et,2011,12020300401,8.39200458575,33.4683567701,-2.0634682576052046,-1.566188946803067,5
et,2011,12030100107,7.25810515348,35.3135608448,-1.1057668741296818,-0.9178474227183205,9
et,2011,12030100704,7.22604668328,35.2944712687,-1.1075638995304031,-0.7403955670088725,10
et,2011,12030201002,7.27442629343,35.2563379766,-1.1225356959132795,-0.954390595129851,8
et,2011,12030240301,7.30240486926,35.1983637711,-2.56556392442804,-0.3985756534540126,4
et,2011,12040101602,8.19726994714,34.2016617219,-2.1106344262205257,-1.8950774985068415,5
