country,ea_id,year.x,year.y,asset_index,asset_index_diff,infrastructure_index,infrastructure_index_diff,n
et,03100201601,2011,2015,-0.003491280737746886,0.10476409637415522,-0.1349886580894808,0.021878376341097766,9
et,03100400103,2011,2015,-0.25168688627145985,-0.5868615765912708,-0.12248248826905897,0.02711450691782921,7
et,03100400408,2011,2015,-0.720200276478607,-0.8928543602096181,0.1233332068889082,0.41947921600491667,8
et,03120100101,2011,2015,-0.05734602495604858,-0.09920991028497232,0.2682457848004694,-0.10757676630778305,9
et,03120100303,2011,2015,0.12750513859258067,0.12576451477386608,0.19882403369838342,-0.529974004043078,9
et,03120100504,2011,2015,1.042978885342691,1.3561399173685984,-0.010413685686697871,0.048697090498171156,8
et,04010102202,2011,2015,0.8411887743738264,1.1158934000324936,-0.30806118033035945,-0.9320444563873429,4
et,04010601302,2011,2015,0.5299430836628702,0.6759154807164574,-0.037504063297634734,-0.6764450515862851,9
et,04011300501,2011,2015,1.4485355407379397,1.823343198763596,0.7508676842139266,2.036766086867076,11
et,04011600103,2011,2015,3.9814960501135204,4.922281538786452,0.14949479622897963,0.497830100838287,11
et,04011802402,2011,2015,0.06536371609612641,0.01971933926802637,-0.50590851773607,-2.8172816734096022,8
et,04020401105,2011,2015,1.855527233355961,2.2784014531543115,0.4531278815657001,1.2086815260570285,6
et,04021001102,2011,2015,-0.2915296673827997,-0.22045789511745187,-0.21925903446917014,-0.6065442758606473,6
et,04021400204,2011,2015,-0.2750653233720586,-0.5426091057778627,-0.0781950950157534,-0.47795920210726145,9
et,04021401801,2011,2015,-0.4012047859099552,-0.31629516325580936,-0.43946968490230226,-0.9562524242043781,7
et,04030201803,2011,2015,-0.6961728449304488,-0.7168458802331714,-0.3288885517037552,-0.9348717932576278,6
et,04030800108,2011,2015,-0.048576841171130224,-0.17223807782021022,0.05888543388533402,0.19243817317218243,7
et,04030800401,2011,2015,0.12401392171506583,-0.010627944788222734,0.6838205717683657,0.1747857454231414,7
et,04031400602,2011,2015,1.52120868956631,1.8873888401513876,0.22340689377576042,0.39883743844925756,9
et,04040101103,2011,2015,0.18043045283947703,0.22721936540325602,0.29138448840612047,0.3085375006046564,9
et,04040501902,2011,2015,-0.09293579079134241,0.007520854337076501,0.08243960743946761,0.24936913886772993,10
et,04041000701,2011,2015,0.7258431617033312,0.9950290458838159,0.10085617332091766,0.272765553025014,9
et,04041200104,2011,2015,-0.01079430141608384,0.477228157878229,0.7285045533998816,1.570655365117109,8
et,04041401702,2011,2015,1.2257121571926515,1.1983309916085616,0.1332053338987088,0.22863144359759816,12
et,04050303104,2011,2015,-0.16299602975779762,0.014748861667429523,-1.071538595102111,-2.3655322998018047,10
et,04050803103,2011,2015,0.11756328933131406,0.1277128967259501,0.060749972396885885,-0.6805356756020102,10
et,04051200104,2011,2015,0.36804496443505075,0.5179273258470508,0.13155542068150208,0.44410377980969024,5
et,04051302405,2011,2015,0.17703838836885627,0.33160488713568387,-0.003664593720970709,0.25362298507062164,9
et,04060100102,2011,2015,1.2304237971831344,0.7944037697585438,0.2664106677974176,0.4071521282618826,6
et,04060102303,2011,2015,0.6124067773808416,1.0827438565502523,-0.3446754844811215,0.7443146219905388,11
et,04060501004,2011,2015,-0.30039209005950684,-0.12337817090074125,-0.40882645866826656,-0.02520291871968454,9
et,04060801902,2011,2015,-0.4008887863806974,-0.3351267461713216,-0.11888612673387206,-0.27947335262823786,9
et,04070101502,2011,2015,-0.3056270310216583,-0.07905445868310224,-0.16922472848260348,0.9451819728357763,6
et,04070401002,2011,2015,0.11027717317968949,0.21566758137415096,0.33814516120304217,1.036349905288826,9
et,04070702702,2011,2015,-0.06971735697509242,0.03769706565624714,-0.4465436434166,-1.6486646379629584,12
et,04071202302,2011,2015,0.8140888466542278,0.7814388537991764,1.230086947041548,1.9707675123430606,6
et,04080600802,2011,2015,-0.7660734498675482,-0.8042236766588321,0.5637084130698109,2.002847552156244,10
et,04080800107,2011,2015,-0.3142739501629138,-0.2267393343991912,0.1644442758518776,0.5426020350287845,6
et,04081202401,2011,2015,0.1639658855234436,-0.015129655507413343,0.621332376164455,1.55053364460356,8
et,04081702801,2011,2015,0.8432988311162802,1.245047790670985,-0.45670400193843025,-0.5619601599156615,7
et,04090100304,2011,2015,0.004845509457563324,0.11520651736206276,-0.22978704716557097,-0.7333515438269835,5
et,04090700105,2011,2015,0.08792201365146231,0.11763612019412269,0.1693170335368973,0.07804948603970364,9
et,04090900105,2011,2015,0.3247191591031888,0.5176862697638075,-0.4354511267371824,-1.3254720098896622,10
et,04091001104,2011,2015,-0.05001173240817177,-0.2073635463278106,0.8524589180844363,0.9219738926147985,9
et,04091301004,2011,2015,0.2989959649579298,0.13717695419746087,0.7104340877449131,0.17627551414080742,6
et,04100500403,2011,2015,-0.22700643319169458,0.08593260736496144,-0.659838179274464,0.2619464469042096,11
et,04100903605,2011,2015,0.3222029170376168,0.32376568922270466,0.3571846079573232,0.11197410514319879,10
et,04101302203,2011,2015,0.15007941983818637,0.2062956444335703,0.40386708864797977,1.0452717238572808,10
et,04101600104,2011,2015,1.8731914712930136,1.5822728391117415,0.28212787890683344,0.30728090644008527,9
et,04110401304,2011,2015,0.39218190680311077,0.5135196535488976,0.28723888521358326,0.2860876306818641,5
et,04110801402,2011,2015,-0.04613922485785442,0.018222845953581854,-0.5911295150126441,-1.9108068674636574,10
et,04111200402,2011,2015,-0.6320252151348769,-0.6323610190366783,-0.39028331825629825,-1.178290094435078,4
et,04111601404,2011,2015,0.9147935874972811,0.992849158650373,0.265542081965605,0.7130487645501301,9
et,04111800102,2011,2015,0.5554056055058096,0.9116394080677398,-0.8459144840829095,-1.9543109677664754,10
et,04120602801,2011,2015,0.493910703395008,0.3358382671709384,0.30130130066319305,-0.634505415865721,10
et,04121600101,2011,2015,-0.6654696374601848,-0.6498140460116774,-0.9866656551112656,-2.9048368976395103,9
et,04130201103,2011,2015,-0.5292118949601248,-0.4936885212483527,0.1857040481240212,0.8231303590233418,10
et,04130500102,2011,2015,0.4842010900969743,1.0989191642589258,-1.2787712054276046,-1.6636878138438174,5
et,04130600204,2011,2015,0.6500906839310014,0.6360982326019999,0.31631497663024283,-0.6645548790580078,12
et,04130901003,2011,2015,-0.28245947275716704,-0.13446527807537925,0.36272802128041925,1.965161347781162,9
et,04140202701,2011,2015,0.6876438270083423,0.9294124162502627,0,0.05011075893331363,11
et,04140501906,2011,2015,0.691842817675247,0.9814733864343542,-0.8926974974816212,-2.6234133112992413,7
et,04140900501,2011,2015,0.2358458152259369,0.8278724783162846,-0.9406869033769955,-0.12217235265621725,4
et,04170301901,2011,2015,0.626167233575326,0.7664897371982545,1.0222479366366874,2.497387616584527,9
et,04170700204,2011,2015,-0.34051231453797,-0.022330190996705218,-0.8042484485306558,-0.4071883574861287,9
et,04171200807,2011,2015,-0.6231091681651351,-0.76148048986568,0.564060277548004,1.0781640890216377,8
et,04180301004,2011,2015,-0.1989248813667827,-0.36484049328613,0.4588487637549302,-0.5594138215177442,8
et,04180701106,2011,2015,0.9907867325532624,0.7978563681941885,1.525377661961449,1.9734739633067406,9
et,04190100103,2011,2015,0.4547698102421476,0.7054610312147372,-0.18770244164834146,-0.07832037961123074,10
et,04190400101,2011,2015,-0.12857032143081862,-0.09052682524079499,0.2914018213599527,0.6583286014068317,10
et,04190800704,2011,2015,-0.05645176458318122,0.019913763304385802,0.06776690719742452,0.14479523980573566,11
et,05010100902,2011,2015,0.5881766826202399,0.6314548682743938,0.14145489998474253,-0.8487302374628624,6
et,05010200101,2011,2015,-0.32453137423712397,-0.4297021439251314,-0.4926079291772034,-1.583987263064162,9
et,05010202401,2011,2015,0.21232249010423532,0.2352357805459963,1.608124603635186,4.042495956002986,7
et,05010301101,2011,2015,0.47701578914463366,0.6941160748067342,0.6577771034075104,2.020075863315197,5
et,05010401102,2011,2015,0.5594168836239095,0.7537131581080312,-0.5813023094483554,-2.021441775523745,8
et,05010401701,2011,2015,-0.17934823329578506,0.10058367623381081,-0.9257546098732703,-1.2307144316570786,5
et,05020200102,2011,2015,-1.2602765877832895,-1.5751453775055546,0.5009959528446778,1.9913620113836086,6
et,05020201001,2011,2015,0.4306047321030152,0.3313091519647791,0.8841049433830983,0.581930269081315,5
et,05020408901,2011,2015,0.7490198750324997,0.7126747786433052,0.12409435018625911,0.25502381260829987,10
et,05020416502,2011,2015,0.10847352390067493,0.2763683765813473,-0.3288885517037552,-0.9348717932576278,6
et,05020600901,2011,2015,-0.6732088893336711,-0.6634631980431687,-0.3103753327051812,-0.9323586049284857,9
et,05020602801,2011,2015,0.8063007951222749,0.14903675065449537,0.5536529371820806,0.14756166220921896,2
et,05020603803,2011,2015,-0.1550348832613598,-0.04956877385045665,0.44851619208092813,1.9789302224904306,7
et,05020704801,2011,2015,-0.4776831903122676,-0.38890671010483124,-0.30806118033035945,-0.9320444563873429,4
et,05020709201,2011,2015,0.5645296949702939,0.23425047218511896,0.15080381453832334,0.07553629771056145,9
et,05090100907,2011,2015,-0.11374921575822228,0.08595580586880998,0.2946058289544393,1.9540560280339803,8
et,05090201201,2011,2015,0.22885901562008426,0.4079200109905378,0.11619834066395848,0.1599183616335476,10
et,05090302001,2011,2015,0.07273172326984005,0.1226168787767776,-0.24557906621017223,-0.923562445776488,7
et,05090302602,2011,2015,1.2576460989544427,1.3530209682005714,0.6734076497477652,0.17124913748252305,9
et,05090303404,2011,2015,0.05203667556120539,0.1208041293824046,-0.24557906621017223,-0.923562445776488,2
et,05090400101,2011,2015,0.43332150579657946,0.6794398621600413,-0.011901355070511837,0.04849513786457938,7
et,05090400302,2011,2015,0.2888774231999612,0.2597085302718134,-0.31374127094912,-2.679282389949592,9
et,06020100802,2011,2015,0.7758576704695405,1.1123111764880422,-0.026320031741002194,-0.266907410982527,9
et,06020400402,2011,2015,0.12096617088885826,0.11414366569277659,0.2857924726278042,0.10376868030277732,3
et,06030100301,2011,2015,0.6868461513264621,0.5832896532174268,0.18539497816056355,-0.42141967964342325,11
et,06030304202,2011,2015,0.45640616458846034,0.6046779281519558,0.7781848706249328,1.961775366166029,12
et,06030500102,2011,2015,-0.6428595400121999,-0.4741059382948879,0.39967534065960103,1.179036346431858,7
et,06030503003,2011,2015,0.7766464005239478,1.10175446917835,-0.14828324619839597,-0.09313378060410292,8
et,06040500203,2011,2015,0.39440979388721875,0.5213306716977768,-0.1407511710283561,-0.9004151709397217,5
et,06060800402,2011,2015,-0.07296859269789346,-0.07511193595263908,-0.03835153214129826,-0.8820559250326545,10
et,06060801401,2011,2015,0.28430527901805314,0.610867508545318,-0.4048196718790882,-0.9507525084657493,8
et,07010300404,2011,2015,-0.43565478457834306,-0.29253650102085044,-0.23725319391743357,-0.17908050432655281,10
et,07010502502,2011,2015,0.47502802654079207,0.5681551570681233,0.6936772853390943,1.1008260828334864,11
et,07010800701,2011,2015,-0.05570286563820535,0.04550129284261324,-0.7164234246693255,-2.3159068162290004,12
et,07011000102,2011,2015,0.5627215576313076,0.28069125252474286,-0.4703434516884978,-0.036030796861451796,6
et,07011100401,2011,2015,-0.22313533457690332,-0.29465793406993807,0.226923851843755,0.9227595489905499,10
et,07011202605,2011,2015,-0.3200858478504537,-0.15051744320258098,-0.23517172584424886,0.007039981035930925,12
et,07020200105,2011,2015,-0.15830608119871745,-0.24529194346098912,0.13695513666508777,-0.26107841142988386,11
et,07020201001,2011,2015,-0.016254882531462123,0.10486440404053424,0.1644442758518776,0.5426020350287845,8
et,07020501302,2011,2015,-0.2887062171068229,-0.43482699341278297,0.4696281757746333,1.0623050232383007,11
et,07020701001,2011,2015,-0.009058923988161624,0.09893956805899964,0.4933328275556328,1.5275845872197262,12
et,07021001401,2011,2015,0.1596929706754039,0.2160093697092024,0.4137614916946007,0.49578871328654955,10
et,07030200501,2011,2015,-0.36272473558588697,-0.6104583725005132,0.06319162156062028,-0.0227428858958019,11
et,07030400501,2011,2015,0.03849805124363549,0.2280733647422763,-0.24091906981103262,-0.34079308708698075,8
et,07030600204,2011,2015,-0.36953836496655607,-0.39479861233930397,0.4558460972118302,1.1508198775023024,10
et,07040101103,2011,2015,0.7746534420119556,0.5517323106235731,0.24025335603972695,0.35776183942653567,7
et,07040400903,2011,2015,0.0897597910525508,-0.1351567178044205,0,0.05011075893331364,4
et,07040601903,2011,2015,-0.16799607659784307,0.2990403679737351,-0.31969280135690115,-0.37833888426096907,5
et,07040901103,2011,2015,-0.10858354798327664,-0.15749536866062525,0.0930905808064162,0.0668009824851928,11
et,07041000105,2011,2015,-0.09123662121146352,-0.3716583243494134,0.7583021590238909,0.9589559994673871,6
et,07041200908,2011,2015,0.7431225806348261,0.37006298482817923,0.36425227669994087,0.8103830620252112,8
et,07041700202,2011,2015,-0.13159056707587982,-0.09054374840704264,0.5170259323791543,1.0695499334421612,10
et,07050100907,2011,2015,-0.4016150690852566,-0.18645141036868934,-0.6380719240928232,-0.727283826170015,7
et,07050201705,2011,2015,0.27481756995525436,0.4388590845447432,0,0.05011075893331364,6
et,07050302201,2011,2015,0.11205219829579349,0.2588500386946849,-0.2414887871790066,-1.0509717133435434,7
et,07050500304,2011,2015,0.21089672093795017,0.28978654195318976,0.5609020351953038,1.6649847572860743,11
et,07050601303,2011,2015,-0.6329722716484192,-0.7673696963564584,0.10452076704188837,0.06925332688770597,9
et,07060201501,2011,2015,-0.14079398855159456,-0.08288257583326529,0.61312636409657,1.8430443715497784,11
et,07060300103,2011,2015,-0.22284928537764137,-0.22519524081637987,0,0.05011075893331364,3
et,07060500601,2011,2015,-0.26691378851195136,-0.1892373932415858,-0.20063126537112677,-0.3577177688576741,10
et,07060700601,2011,2015,0.02410255984620313,0.09844161301912206,0.5744676179139275,2.008766515834057,1
et,07061000902,2011,2015,0.007413136854372837,0.09727172905604846,0.6577771034075104,2.020075863315197,1
et,07070202904,2011,2015,0.4404623436093204,0.519185986263907,0.3071989166611735,0.10518849665451487,10
et,07070302101,2011,2015,0.3519020815892535,0.5769823578269009,-0.8927888908525806,-2.383235788407136,11
et,07070600103,2011,2015,-0.10746335019707617,0.11158287133690874,-0.796798670840875,-1.759576326824515,5
et,07080100401,2011,2015,0.11197722222800309,0.2518453079386634,0,0.05011075893331364,7
et,07080300206,2011,2015,0.040061131233200264,0.10775819572460392,0.11585130619447052,-0.08345425658673149,6
et,07080301501,2011,2015,-0.1171168205382842,-0.3082657848807781,0.1772776431232272,0.34284369275472254,7
et,07090200503,2011,2015,-1.2108733490196428,-1.3907735285073854,0.06951078371668232,-0.030028250378713428,10
et,07090500303,2011,2015,0.906716585570952,1.1175826010563967,0.18353950550197207,-0.19369907324710953,10
et,07090600104,2011,2015,0.1734731104666888,0.008723681112651266,-0.2923453792922268,-0.8254292874586342,9
et,07090701501,2011,2015,0,0.10951016999546465,0,0.05011075893331364,3
et,07090900601,2011,2015,0.01611003571133947,0.115314563281014,-0.19148920597130917,-0.6027744933669341,3
et,07100100403,2011,2015,0.1737563779097915,0.5433498408002722,-0.3705404743079802,-1.3534992484992094,9
et,07100301001,2011,2015,1.0871896127878902,1.1327016284401663,0.9406869033769955,0.22239387052284454,1
et,07100602401,2011,2015,0.16947030394099033,0.11328474058234755,-0.04698407881482219,-0.09060103423682073,7
et,07100800105,2011,2015,0.03854165699042362,-0.028081477095323482,0.08925653713125344,0.5931929217358357,7
et,07100901703,2011,2015,0.10800380567249508,-0.03406056677895884,0.7055151775327466,0.17932309262546178,12
et,07101202901,2011,2015,-0.04473940051922603,-0.06215954541259551,0.342067964864362,0.11275916314768851,11
et,07110100201,2011,2015,0.3354304659216147,0.5358275598173828,0,0.05011075893331364,7
et,07110301302,2011,2015,0.050594353292607606,0.11101613393508418,0.3212254264147102,0.5713158869603729,12
et,07110400302,2011,2015,0.44630191353846266,0.5386407392544833,0.632738962127207,1.223413229394093,7
et,07110401603,2011,2015,-0.26123438769621665,-0.4989647012412912,0.6500570839616308,-0.1671058051083216,11
et,07110502003,2011,2015,0.08112876309085877,0.20330395318263464,-0.07740679323898297,0.035144317270588525,10
